"year","state","state_po","total_house","DEMOCRAT_House","OTHER_House","REPUBLICAN_House","LIBERTARIAN_House","total_senate","DEMOCRAT_Senate","LIBERTARIAN_Senate","OTHER_Senate","REPUBLICAN_Senate","total_president","DEMOCRAT_President","LIBERTARIAN_President","OTHER_President","REPUBLICAN_President"
1987,"WISCONSIN","WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"WYOMING","WY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,"ALABAMA","AL",3147574,68.75,0.04,47.04,1.99,0,0,0,0,0,1378476,39.86,0.61,0.36,59.17
1988,"ALASKA","AK",192955,37.25,0.25,62.5,0,0,0,0,0,0,200116,36.27,2.74,1.4,59.59
1988,"ARIZONA","AZ",2502962,36.23,2.55,68.11,12.86,1164539,56.71,1.79,0.45,41.05,1171873,38.74,1.14,0.17,59.95
1988,"ARKANSAS","AR",1211841,58.29,0,41.71,0,0,0,0,0,0,827738,42.19,0.4,1.04,56.37
1988,"CALIFORNIA","CA",29558515,52.71,2.02,46.72,2.59,9743598,44,0.82,2.39,52.79,9887065,47.56,0.71,0.6,51.13
1988,"COLORADO","CO",1532027,49.07,1.34,50.71,0,0,0,0,0,0,1372394,45.28,1.13,0.53,53.06
1988,"CONNECTICUT","CT",1783471,49.26,0.78,50.49,0,1383526,49.76,0.9,0.3,49.04,1443394,46.87,0.97,0.17,51.98
1988,"DELAWARE","DE",234517,67.52,0,32.48,0,243493,37.94,0,0,62.06,249891,43.48,0.47,0.18,55.88
1988,"FLORIDA","FL",6094090,50.69,0.17,55.47,0,4068209,49.57,0,0.01,50.42,4302313,38.51,0.46,0.16,60.87
1988,"GEORGIA","GA",3331008,66.7,0.01,37.83,0,0,0,0,0,0,1809672,39.5,0.47,0.28,59.75
1988,"HAWAII","HI",516848,65.09,0,54.71,6.41,323876,76.55,2.76,0,20.68,354461,54.27,0.56,0.42,44.75
1988,"IDAHO","ID",609319,48.67,0,49.93,2.82,0,0,0,0,0,408968,36.01,1.3,0.61,62.08
1988,"ILLINOIS","IL",8902078,53.35,1.13,48.06,0,0,0,0,0,0,4559120,48.6,0.33,0.38,50.69
1988,"INDIANA","IN",2119958,51.74,0,48.26,0,2099303,31.86,0,0,68.14,2168621,39.69,0,0.47,59.84
1988,"IOWA","IA",2563232,48.81,0.14,51.03,0,0,0,0,0,0,1225614,54.71,0.2,0.59,44.5
1988,"KANSAS","KS",1695430,48.04,0,60.65,0,0,0,0,0,0,993044,42.56,0,1.65,55.79
1988,"KENTUCKY","KY",2824800,53.41,0.74,57.5,0,0,0,0,0,0,1322517,43.88,0.16,0.43,55.52
1988,"LOUISIANA","LA",409617,43.24,0,56.76,0,0,0,0,0,0,1628202,44.06,0.25,1.41,54.27
1988,"MAINE","ME",554884,49.8,0.04,50.16,0,556745,81.29,0,0,18.71,555035,43.88,0.49,0.29,55.34
1988,"MARYLAND","MD",3004318,60.02,0,43.23,0,1617065,61.79,0,0.02,38.19,1714358,48.2,0.39,0.3,51.11
1988,"MASSACHUSETTS","MA",6571511,75.39,1.55,35.9,15.88,2606225,64.97,0.51,0.59,33.93,2632801,53.23,0.92,0.47,45.38
1988,"MICHIGAN","MI",13367532,52.77,0.21,48.34,0.86,3505985,60.38,0.77,0.39,38.45,3669163,45.67,0.5,0.26,53.57
1988,"MINNESOTA","MN",4660118,58.34,0.4,41.12,0,2093953,40.91,0.19,2.72,56.17,2096790,52.91,0.24,0.95,45.9
1988,"MISSISSIPPI","MS",1292813,66.08,1.03,33.5,0,946719,46.09,0,0,53.91,931527,39.07,0.36,0.69,59.89
1988,"MISSOURI","MO",3479409,55.47,0.04,43.94,1.04,2078875,31.75,0.55,0,67.7,2093228,47.85,0,0.32,51.83
1988,"MONTANA","MT",365217,52.94,0,47.06,0,365254,48.13,0,0,51.87,365674,46.2,1.38,0.35,52.07
1988,"NEBRASKA","NE",656278,34.97,0.16,64.87,0,667860,56.71,0,1.63,41.66,661465,39.19,0.38,0.26,60.16
1988,"NEVADA","NV",344173,51.41,0,46.36,2.23,342407,51.27,1.61,0,47.12,343133,38.68,1.03,0.24,60.05
1988,"NEW HAMPSHIRE","NH",1069992,41.05,0.25,58.57,0,0,0,0,0,0,450525,36.33,1,0.18,62.49
1988,"NEW JERSEY","NJ",8694774,48.14,1.07,52.68,0.62,2987634,53.55,0.41,0.85,45.18,3099553,42.6,0.27,0.89,56.24
1988,"NEW MEXICO","NM",975994,59.93,0,52.6,2.16,508598,63.31,0,0.01,36.68,521387,46.89,0.65,0.61,51.85
1988,"NEW YORK","NY",22051616,54.79,3.22,46.5,0,6040980,64.68,0.2,7.2,27.92,6485683,50.19,0.19,5.85,43.76
1988,"NORTH CAROLINA","NC",3745191,55.84,0,49.78,0,0,0,0,0,0,2134370,41.71,0,0.33,57.97
1988,"NORTH DAKOTA","ND",299982,70.87,0,28.16,0.97,289170,59.45,1.5,0,39.06,297261,42.97,0.44,0.55,56.03
1988,"OHIO","OH",8637770,51.66,0.17,50.29,0,4352905,56.97,0,0,43.02,4393585,44.15,0.27,0.58,55
1988,"OKLAHOMA","OK",1534408,52.88,0,47.12,0,0,0,0,0,0,1171036,41.28,0.53,0.25,57.93
1988,"OREGON","OR",1855367,64.92,0.13,43,0,0,0,0,0,0,1201694,51.28,1.23,0.88,46.61
1988,"PENNSYLVANIA","PA",8788228,54.67,0.73,54.42,1.67,4366598,32.45,0.27,0.83,66.45,4536251,48.39,0.27,0.64,50.7
1988,"RHODE ISLAND","RI",390994,35.88,0,64.12,0,397990,45.41,0,0,54.59,404622,55.64,0.2,0.23,43.93
1988,"SOUTH CAROLINA","SC",1337196,55.44,0,44.33,0.65,0,0,0,0,0,986009,37.58,0.5,0.41,61.5
1988,"SOUTH DAKOTA","SD",311916,71.74,0,28.26,0,0,0,0,0,0,312991,46.51,0,0.64,52.85
1988,"TENNESSEE","TN",2414549,59.9,2.03,53.37,0,1567181,65.09,0,0.39,34.52,1636250,41.55,0,0.56,57.89
1988,"TEXAS","TX",10456643,62.75,0.17,58.53,4.18,5323606,59.17,0.83,0.01,40,5427410,43.35,0.56,0.14,55.95
1988,"UTAH","UT",1192928,42.74,1.15,56.03,1.53,640702,31.74,0,1.13,67.13,647008,32.05,1.16,0.58,66.22
1988,"VERMONT","VT",1200655,18.88,9.66,41.2,1.3,240108,29.76,0,2.28,67.96,243328,47.58,0.41,0.91,51.1
1988,"VIRGINIA","VA",5567876,51.22,0.54,61.33,0,2068897,71.25,0,0.06,28.69,2191609,39.23,0.38,0.65,59.74
1988,"WASHINGTON","WA",3287269,57.09,0,47.74,0,1848542,48.91,0,0,51.09,1865253,50.05,0.92,0.57,48.46
1988,"WEST VIRGINIA","WV",1018802,76.79,0,29.31,0,634547,64.77,0,0,35.23,653311,52.2,0,0.34,47.46
1988,"WISCONSIN","WI",6158733,50.86,0.13,53.69,0,2168190,52.05,0,0.42,47.53,2191608,51.41,0,0.79,47.8
1988,"WYOMING","WY",177651,31.82,0.49,66.62,1.07,180964,49.63,0,0,50.37,176551,38.01,1.15,0.31,60.53
1988,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,192877,82.65,0.29,2.76,14.3
1988,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"ALABAMA","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"ALASKA","AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"ARIZONA","AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"ARKANSAS","AR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"CALIFORNIA","CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"COLORADO","CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"CONNECTICUT","CT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"DELAWARE","DE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"FLORIDA","FL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"GEORGIA","GA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"HAWAII","HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"IDAHO","ID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"ILLINOIS","IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"INDIANA","IN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"IOWA","IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"KANSAS","KS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"KENTUCKY","KY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"LOUISIANA","LA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"MAINE","ME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"MARYLAND","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"MASSACHUSETTS","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"MICHIGAN","MI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"MINNESOTA","MN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"MISSISSIPPI","MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"MISSOURI","MO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"MONTANA","MT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"NEBRASKA","NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"NEVADA","NV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"NEW HAMPSHIRE","NH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"NEW JERSEY","NJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"NEW MEXICO","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"NEW YORK","NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"NORTH CAROLINA","NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"NORTH DAKOTA","ND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"OHIO","OH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"OKLAHOMA","OK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"OREGON","OR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"PENNSYLVANIA","PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"RHODE ISLAND","RI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"SOUTH CAROLINA","SC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"SOUTH DAKOTA","SD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"TENNESSEE","TN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"TEXAS","TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"UTAH","UT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"VERMONT","VT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"VIRGINIA","VA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"WASHINGTON","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"WEST VIRGINIA","WV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"WISCONSIN","WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"WYOMING","WY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,"ALABAMA","AL",2690068,73.93,1.1,42.48,0,1185154,60.57,0,0.01,39.42,0,0,0,0,0
1990,"ALASKA","AK",191647,47.84,0.5,51.66,0,189957,32.19,0,1.58,66.23,0,0,0,0,0
1990,"ARIZONA","AZ",2215889,43.11,0.19,64.25,0,0,0,0,0,0,0,0,0,0,0
1990,"ARKANSAS","AR",665071,55.51,0,44.49,0,494735,99.83,0,0.17,0,0,0,0,0,0
1990,"CALIFORNIA","CA",20098887,51.74,5.73,46.56,6.49,0,0,0,0,0,0,0,0,0,0
1990,"COLORADO","CO",1370079,50.33,1.61,48.71,3.52,1022027,41.66,0,2.66,55.68,0,0,0,0,0
1990,"CONNECTICUT","CT",1714191,47.18,0.29,52.63,0,0,0,0,0,0,0,0,0,0,0
1990,"DELAWARE","DE",177435,65.53,0,32.71,1.76,180157,62.68,1.49,0,35.83,0,0,0,0,0
1990,"FLORIDA","FL",5402146,53.39,0.32,48.9,0,0,0,0,0,0,0,0,0,0,0
1990,"GEORGIA","GA",1393649,61.33,0,38.67,0,1033439,100,0,0,0,0,0,0,0,0
1990,"HAWAII","HI",340999,63.28,0,34.49,2.23,349666,54.02,1.37,0,44.61,0,0,0,0,0
1990,"IDAHO","ID",314512,58.21,0,41.79,0,315936,38.71,0,0,61.29,0,0,0,0,0
1990,"ILLINOIS","IL",6745312,60.7,5.64,47.79,20.89,3251005,65.07,0,0,34.93,0,0,0,0,0
1990,"INDIANA","IN",1513093,54.89,0,45.11,0,1502687,46.36,0,0,53.64,0,0,0,0,0
1990,"IOWA","IA",2219963,57.11,0.66,68.78,0,983933,54.47,0,0.11,45.42,0,0,0,0,0
1990,"KANSAS","KS",780998,50.41,0.02,49.58,0,786235,26.39,0,0.02,73.59,0,0,0,0,0
1990,"KENTUCKY","KY",1385893,56.81,13.11,59.71,0,916010,47.81,0,0,52.19,0,0,0,0,0
1990,"LOUISIANA","LA",105860,100,0,100,0,1,100,0,0,0,0,0,0,0,0
1990,"MAINE","ME",517394,54.97,0.08,44.94,0,520320,38.64,0,0.02,61.34,0,0,0,0,0
1990,"MARYLAND","MD",1337590,51.87,3.03,47.44,0,0,0,0,0,0,0,0,0,0,0
1990,"MASSACHUSETTS","MA",6589670,58.58,15.55,41.9,0,2424579,54.51,0,4.53,40.95,0,0,0,0,0
1990,"MICHIGAN","MI",8526178,54.3,0.35,46.63,1.52,2560494,57.48,0,1.29,41.23,0,0,0,0,0
1990,"MINNESOTA","MN",1780918,58.52,0.12,41.35,0,1808045,50.44,0,1.75,47.81,0,0,0,0,0
1990,"MISSISSIPPI","MS",687842,81.22,0,21.67,0,274244,0,0,0,100,0,0,0,0,0
1990,"MISSOURI","MO",1352552,53.82,0,46.18,0,0,0,0,0,0,0,0,0,0,0
1990,"MONTANA","MT",317434,49.51,0,50.49,0,319336,68.13,2.49,0,29.38,0,0,0,0,0
1990,"NEBRASKA","NE",586746,47.16,0.16,52.68,0,593828,58.9,0,0.17,40.92,0,0,0,0,0
1990,"NEVADA","NV",313061,46.07,0,48.2,5.73,0,0,0,0,0,0,0,0,0,0
1990,"NEW HAMPSHIRE","NH",290631,48.53,0.23,51.24,0,291393,31.33,3.33,0.2,65.13,0,0,0,0,0
1990,"NEW JERSEY","NJ",6990856,45.82,2.42,55.44,1.28,1938454,50.44,0.72,1.43,47.4,0,0,0,0,0
1990,"NEW MEXICO","NM",637991,52.23,0,59.5,0,406938,27.04,0,0.05,72.91,0,0,0,0,0
1990,"NEW YORK","NY",21398350,44.38,9.21,35.67,2.86,0,0,0,0,0,0,0,0,0,0
1990,"NORTH CAROLINA","NC",2011394,53.51,0,46.49,0,2069585,47.43,0,0.03,52.54,0,0,0,0,0
1990,"NORTH DAKOTA","ND",233979,65.19,0,34.81,0,0,0,0,0,0,0,0,0,0,0
1990,"OHIO","OH",7518054,52.85,2.67,48.17,0,0,0,0,0,0,0,0,0,0,0
1990,"OKLAHOMA","OK",856637,60.59,0,39.41,0,884498,83.18,0,0,16.82,0,0,0,0,0
1990,"OREGON","OR",2105078,63.4,1.58,39.65,13.96,1099255,46.19,0,0.13,53.68,0,0,0,0,0
1990,"PENNSYLVANIA","PA",5225737,55.45,4.41,56.19,0,0,0,0,0,0,0,0,0,0,0
1990,"RHODE ISLAND","RI",346865,52.46,0,47.54,0,364062,61.83,0,0,38.17,0,0,0,0,0
1990,"SOUTH CAROLINA","SC",1823695,67.36,0.2,56.79,10.93,750716,32.52,1.84,1.43,64.21,0,0,0,0,0
1990,"SOUTH DAKOTA","SD",257298,67.55,0,32.45,0,258976,45.07,0,2.54,52.39,0,0,0,0,0
1990,"TENNESSEE","TN",2385856,62.48,4.84,49.95,0,783922,67.72,0,2.46,29.81,0,0,0,0,0
1990,"TEXAS","TX",6617035,61.55,0.61,57.62,3.43,3822157,37.41,2.33,0.02,60.24,0,0,0,0,0
1990,"UTAH","UT",1167973,52.88,2.39,43.21,0,0,0,0,0,0,0,0,0,0,0
1990,"VERMONT","VT",839424,3.01,19.16,39.52,0,0,0,0,0,0,0,0,0,0,0
1990,"VIRGINIA","VA",3780587,57.49,4.19,55.53,0,1083690,0,0,19.09,80.91,0,0,0,0,0
1990,"WASHINGTON","WA",1644530,53.02,3.64,45.42,8.26,0,0,0,0,0,0,0,0,0,0
1990,"WEST VIRGINIA","WV",673891,67.08,0,41.2,0,404305,68.32,0,0,31.68,0,0,0,0,0
1990,"WISCONSIN","WI",3557663,58.21,0.52,56.1,0,0,0,0,0,0,0,0,0,0,0
1990,"WYOMING","WY",158055,44.91,0,55.09,0,157632,36.06,0,0,63.94,0,0,0,0,0
1990,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"ALABAMA","AL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"ALASKA","AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"ARIZONA","AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"ARKANSAS","AR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"CALIFORNIA","CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"COLORADO","CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"CONNECTICUT","CT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"DELAWARE","DE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"FLORIDA","FL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"GEORGIA","GA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"HAWAII","HI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"IDAHO","ID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"ILLINOIS","IL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"INDIANA","IN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"IOWA","IA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"KANSAS","KS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"KENTUCKY","KY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"LOUISIANA","LA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"MAINE","ME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"MARYLAND","MD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"MASSACHUSETTS","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"MICHIGAN","MI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"MINNESOTA","MN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"MISSISSIPPI","MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"MISSOURI","MO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"MONTANA","MT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"NEBRASKA","NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"NEVADA","NV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"NEW HAMPSHIRE","NH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"NEW JERSEY","NJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"NEW MEXICO","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"NEW YORK","NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"NORTH CAROLINA","NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"NORTH DAKOTA","ND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"OHIO","OH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"OKLAHOMA","OK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"OREGON","OR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"PENNSYLVANIA","PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"RHODE ISLAND","RI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"SOUTH CAROLINA","SC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"SOUTH DAKOTA","SD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"TENNESSEE","TN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"TEXAS","TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"UTAH","UT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"VERMONT","VT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"VIRGINIA","VA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"WASHINGTON","WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"WEST VIRGINIA","WV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"WISCONSIN","WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"WYOMING","WY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"DISTRICT OF COLUMBIA","DC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"PUERTO RICO","PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,"ALABAMA","AL",4128917,55.89,1.3,40.13,1.93,1577799,64.82,2.02,0.08,33.09,1688060,40.88,0.34,11.13,47.65
1992,"ALASKA","AK",956464,42.82,3.47,46.78,0,239714,38.41,0,8.55,53.05,258506,30.29,0.53,29.72,39.46
1992,"ARIZONA","AZ",3217286,41.36,5.12,52.56,4.04,1382051,31.57,1.64,10.98,55.82,1486975,36.52,0.45,24.55,38.47
1992,"ARKANSAS","AR",1387509,59.11,1.29,40.17,0,920008,60.18,0,0,39.82,950653,53.21,0,11.31,35.48
1992,"CALIFORNIA","CA",43063101,51.26,3.31,42.9,4.34,10782743,102.27,0,12.37,81.03,11131721,46.01,0.43,20.95,32.61
1992,"CALIFORNIA","CA",43063101,51.26,3.31,42.9,4.34,10799703,0,4.48,0,0,11131721,46.01,0.43,20.95,32.61
1992,"COLORADO","CO",2751010,46.75,2.17,51.22,3.19,1552289,51.78,0,5.52,42.7,1569180,40.13,0.55,23.45,35.87
1992,"CONNECTICUT","CT",5247990,34.97,6.14,48.72,0,1500661,38.49,0.72,22.67,38.12,1616156,42.22,0.33,21.66,35.78
1992,"DELAWARE","DE",276124,42.53,0,55.42,2.05,0,0,0,0,0,289620,43.52,0.32,20.83,35.33
1992,"FLORIDA","FL",12624265,48.57,4.66,52.18,0,4962290,65.4,0,0,34.59,5313392,38.99,0.28,19.82,40.9
1992,"GEORGIA","GA",2582794,54.87,0,45.13,0,1253991,137.74,0,0,0,2321133,43.47,0.31,13.35,42.88
1992,"GEORGIA","GA",2582794,54.87,0,45.13,0,2251587,0,3.1,0,75.88,2321133,43.47,0.31,13.35,42.88
1992,"HAWAII","HI",358431,72.76,0,22.78,4.46,363662,57.27,2.08,13.73,26.93,372842,48.09,0.3,14.91,36.7
1992,"IDAHO","ID",472847,47.04,4.15,48.8,0,478504,43.48,0,0,56.52,482114,28.42,0.24,29.31,42.03
1992,"ILLINOIS","IL",7751816,55.43,1.79,43.4,3.64,4939558,53.27,0.7,2.98,43.06,5050157,48.58,0.18,16.9,34.34
1992,"INDIANA","IN",3367351,54.34,1.4,44.99,0.84,2211426,40.7,1.62,0.34,57.34,2305871,36.79,0.34,19.96,42.91
1992,"IOWA","IA",4569296,47.2,0.88,58.71,0,1292494,27.2,0,3.19,69.61,1354607,43.29,0.08,19.36,37.27
1992,"KANSAS","KS",1124910,43.42,0,52.6,3.98,1126447,31.03,2.24,4.03,62.7,1157236,33.74,0.37,27.01,38.88
1992,"KENTUCKY","KY",2077705,53.03,0.14,46.89,0,1330858,62.88,1.3,0,35.81,1492900,44.55,0.3,13.81,41.34
1992,"LOUISIANA","LA",927173,64.99,0,81.57,0,1,100,0,0,0,1790017,45.58,0.18,13.27,40.97
1992,"MAINE","ME",1650595,54.29,2.83,41.56,0,0,0,0,0,0,679499,38.77,0.25,30.6,30.39
1992,"MARYLAND","MD",1805731,52.94,0,47.06,0,1841298,71.02,0,0,28.98,1984580,49.81,0.24,14.32,35.63
1992,"MASSACHUSETTS","MA",11920968,58.07,3.48,35.2,0,0,0,0,0,0,2773664,47.54,0.33,23.11,29.02
1992,"MICHIGAN","MI",18636452,51.27,0.72,47.76,2.16,0,0,0,0,0,4274673,43.77,0.24,19.61,36.38
1992,"MINNESOTA","MN",9107943,51.78,2.43,40.91,0,0,0,0,0,0,2347948,43.48,0.14,24.52,31.85
1992,"MISSISSIPPI","MS",1351003,69.36,5.86,28.3,0,0,0,0,0,0,981793,40.77,0.22,9.33,49.68
1992,"MISSOURI","MO",4200545,54.05,2.39,44.12,2.21,2354916,44.93,3.19,0,51.89,2391270,44.07,0.31,21.69,33.92
1992,"MONTANA","MT",403735,50.46,0,46.95,2.59,0,0,0,0,0,410583,37.63,0.24,27.01,35.12
1992,"NEBRASKA","NE",710835,39.85,0.02,60.13,0,0,0,0,0,0,737546,29.4,0.18,23.82,46.6
1992,"NEVADA","NV",1032871,49.9,2.98,43.46,3.36,495887,51.05,1.46,7.28,40.21,506318,37.36,0.36,27.55,34.73
1992,"NEW HAMPSHIRE","NH",1277219,52.06,0.81,44.45,2.27,518170,45.35,3.52,2.97,48.17,537215,38.91,0.66,22.74,37.69
1992,"NEW JERSEY","NJ",14298097,45.29,0.94,50.24,0.92,0,0,0,0,0,3343594,42.95,0.2,16.26,40.58
1992,"NEW MEXICO","NM",1111202,49.07,0.1,50.01,2.63,0,0,0,0,0,569986,45.9,0.28,16.48,37.34
1992,"NEW YORK","NY",38677627,41.63,6.99,36.93,0,7078805,41.57,1.53,19.42,37.48,7079432,47.28,0.19,23.69,28.84
1992,"NORTH CAROLINA","NC",4818610,50.66,0,47.56,2.46,2577891,46.32,3.33,0,50.35,2611850,42.65,0.2,13.71,43.44
1992,"NORTH DAKOTA","ND",297898,56.82,3.75,39.42,0,303957,59,0,2.12,38.87,308133,32.18,0,23.6,44.22
1992,"OHIO","OH",11905161,50.08,7.08,49.6,0,4793953,50.99,0,6.7,42.31,4939967,40.18,0,21.47,38.35
1992,"OKLAHOMA","OK",1489209,59.91,3.43,39.52,0,1294423,38.19,0,3.26,58.55,1390359,34.02,0.32,23.01,42.65
